call_id,function_id,function_name,value_id,formal_parameter_position,actual_argument_position,argument_type,expression_type,value_type,default,dot_dot_dot,preforce,direct_force,direct_lookup_count,direct_metaprogram_count,indirect_force,indirect_lookup_count,indirect_metaprogram_count,S3_dispatch,S4_dispatch,forcing_actual_argument_position,non_local_return,execution_time,expression
185,wKvh1VQ2JfbomrgL4aRQ8g==,(compiler::compile),51,2,2,Promise,Null,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
185,wKvh1VQ2JfbomrgL4aRQ8g==,(compiler::compile),52,3,3,Promise,Null,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
124,vqbAZ7YBUo2iBw+qCi4+Rw==,(base::doTryCatch),65,0,0,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
124,vqbAZ7YBUo2iBw+qCi4+Rw==,(base::doTryCatch),66,1,1,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
124,vqbAZ7YBUo2iBw+qCi4+Rw==,(base::doTryCatch),67,2,2,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
124,vqbAZ7YBUo2iBw+qCi4+Rw==,(base::doTryCatch),68,3,3,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
123,6V+LtNpbjP4Kg9nqRvS0#g==,(base::tryCatchOne),61,0,0,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
123,6V+LtNpbjP4Kg9nqRvS0#g==,(base::tryCatchOne),62,1,1,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
123,6V+LtNpbjP4Kg9nqRvS0#g==,(base::tryCatchOne),63,2,2,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
123,6V+LtNpbjP4Kg9nqRvS0#g==,(base::tryCatchOne),64,3,3,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
121,RJQakrjiSECJe66xpildBA==,(base::tryCatchList),57,0,0,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
121,RJQakrjiSECJe66xpildBA==,(base::tryCatchList),58,1,1,Promise,Bytecode,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
121,RJQakrjiSECJe66xpildBA==,(base::tryCatchList),59,2,2,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
121,RJQakrjiSECJe66xpildBA==,(base::tryCatchList),60,3,3,Promise,Bytecode,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
111,GeO0htL7i2iV8KJ2OQWetQ==,(base::tryCatch),53,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
111,GeO0htL7i2iV8KJ2OQWetQ==,(base::tryCatch),54,1,1,Promise,Function Call,Unbound,0,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
111,GeO0htL7i2iV8KJ2OQWetQ==,(base::tryCatch),55,2,2,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
110,XV265aj9gL9403dOJk11aA==,(compiler:::::),49,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
110,XV265aj9gL9403dOJk11aA==,(compiler:::::),50,1,1,Promise,Environment,Unbound,0,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
110,XV265aj9gL9403dOJk11aA==,(compiler:::::),51,1,2,Promise,Null,Unbound,0,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
110,XV265aj9gL9403dOJk11aA==,(compiler:::::),52,1,3,Promise,Null,Unbound,0,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
