call_id,function_id,function_name,value_id,formal_parameter_position,actual_argument_position,argument_type,expression_type,value_type,default,dot_dot_dot,preforce,direct_force,direct_lookup_count,direct_metaprogram_count,indirect_force,indirect_lookup_count,indirect_metaprogram_count,S3_dispatch,S4_dispatch,forcing_actual_argument_position,non_local_return,execution_time,expression
936,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),701,2,2,Promise,Integer,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
942,Jcsj41oEBChfS#8qdJEASA==,(base::parent.frame),706,0,0,Promise,Double,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
939,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),702,0,0,Promise,Character,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
939,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),703,1,1,Promise,Function Call,Unbound,0,0,0,0,0,1,0,0,0,0,0,-1,0,0.000000,
939,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),704,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
939,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),705,3,3,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
750,q5qIgPLwdn6BqOjy28bFAQ==,(compiler::findCenvVar),535,0,0,Promise,Symbol,Unbound,0,0,0,0,13,0,0,0,0,0,0,-1,0,0.000000,
750,q5qIgPLwdn6BqOjy28bFAQ==,(compiler::findCenvVar),536,1,1,Promise,Function Call,Unbound,0,0,0,0,3,0,0,0,0,0,0,-1,0,0.000000,
964,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),711,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
964,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),712,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
964,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),713,2,2,Promise,Integer,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
964,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),714,3,3,Promise,Null,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
963,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),709,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
963,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),710,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
975,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),717,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
975,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),718,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
972,tG397beBtatA2Gl7SWEmuA==,(base::),716,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
978,Y954+ctaD1JVgVWa45jthg==,(base::..getNamespace),719,0,0,Promise,Character,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
978,Y954+ctaD1JVgVWa45jthg==,(base::..getNamespace),720,1,1,Promise,Character,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
988,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),722,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
988,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),723,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
985,tG397beBtatA2Gl7SWEmuA==,(base::),721,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
994,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),725,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
994,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),726,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
991,tG397beBtatA2Gl7SWEmuA==,(base::),724,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1000,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),728,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1000,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),729,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
997,tG397beBtatA2Gl7SWEmuA==,(base::),727,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1006,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),731,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1006,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),732,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1003,tG397beBtatA2Gl7SWEmuA==,(base::),730,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1012,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),734,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1012,UQOwBiAE+bxqUE1fwkylXA==,(base::existsInFrame),735,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1009,tG397beBtatA2Gl7SWEmuA==,(base::),733,0,0,Promise,Character,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),737,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),738,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),739,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),740,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),741,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),742,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),743,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1022,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),744,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1015,kEtQ1DiTfXlR5M90+23nQA==,(compiler::packFrameName),736,0,0,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
735,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),524,0,0,Promise,Symbol,Unbound,0,0,0,0,2,0,0,0,0,0,0,-1,0,0.000000,
735,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),525,1,1,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
735,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),526,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),747,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),748,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),749,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),750,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),751,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),752,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),753,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1034,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),754,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),755,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),756,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),757,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),758,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),759,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),760,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),761,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1037,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),762,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
732,gP5#NBqR5p3oIloogfKHPA==,(compiler::isBaseVar),522,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
732,gP5#NBqR5p3oIloogfKHPA==,(compiler::isBaseVar),523,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
731,apUGcjC431zHtECRsQUZwg==,(compiler::FUN),521,0,0,Promise,Function Call,Character,0,0,1,0,1,0,0,0,0,0,0,-1,0,0.000000,
1057,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),773,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1057,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),774,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1057,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),775,2,2,Promise,Integer,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1057,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),776,3,3,Promise,Null,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1056,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),771,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1056,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),772,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1067,D05bQgaARkODsNrG9LJVdw==,(base::typeof),779,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1083,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),790,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1083,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),791,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1083,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),792,2,2,Promise,Integer,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1083,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),793,3,3,Promise,Null,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1082,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),788,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1082,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),789,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),794,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),795,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),796,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),797,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),798,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1087,TY1fycIl7NN9h006kMV+zg==,(base::exists),799,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1093,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),800,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),801,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),802,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),803,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),804,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),805,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),806,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),807,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1101,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),808,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),809,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),810,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),811,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),812,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),813,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1108,TY1fycIl7NN9h006kMV+zg==,(base::exists),814,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1114,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),815,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),816,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),817,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),818,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),819,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),820,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),821,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),822,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1116,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),823,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),824,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),825,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),826,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),827,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),828,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1123,TY1fycIl7NN9h006kMV+zg==,(base::exists),829,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1129,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),830,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),831,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),832,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),833,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),834,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),835,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),836,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),837,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1131,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),838,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),839,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),840,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),841,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),842,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),843,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1138,TY1fycIl7NN9h006kMV+zg==,(base::exists),844,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1144,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),845,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),846,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),847,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),848,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),849,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),850,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),851,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),852,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1146,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),853,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),854,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),855,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),856,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),857,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),858,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1153,TY1fycIl7NN9h006kMV+zg==,(base::exists),859,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1159,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),860,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),861,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),862,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),863,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),864,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),865,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),866,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),867,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1161,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),868,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),869,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),870,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),871,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),872,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),873,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1168,TY1fycIl7NN9h006kMV+zg==,(base::exists),874,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1174,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),875,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),876,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),877,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),878,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
